model,circuit,sample,batch,canonical,status,prefix_cycles,cycles,exact,completion_tokens,generation_id,file
anthropic/claude-fable-5,counter_3bit,0,max1,0,refused,0,10,0,2,gen-1787665461-Piqh6JkltxqvGvWsWxP3,results/records/anthropic__claude-fable-5/counter_3bit__s0__max1.json
anthropic/claude-fable-5,lfsr_3,0,max1,0,refused,0,10,0,2,gen-1787665461-fz3qeOWE7W41PMxzfQjX,results/records/anthropic__claude-fable-5/lfsr_3__s0__max1.json
anthropic/claude-fable-5,mix_s2101_d16_c40,0,max1,0,refused,0,40,0,5,gen-1787665469-RKdq6fhMBIDOB0IcdFR9,results/records/anthropic__claude-fable-5/mix_s2101_d16_c40__s0__max1.json
anthropic/claude-fable-5,mix_s2102_d16_c40,0,max1,0,refused,0,40,0,2,gen-1787665470-TdkOjpYPdtrl7yWSfbwY,results/records/anthropic__claude-fable-5/mix_s2102_d16_c40__s0__max1.json
anthropic/claude-fable-5,mix_s2103_d16_c40,0,max1,0,refused,0,40,0,2,gen-1787665471-OlEBXy79gSFQOSeqWEOU,results/records/anthropic__claude-fable-5/mix_s2103_d16_c40__s0__max1.json
anthropic/claude-fable-5,mix_s2104_d16_c40,0,max1,0,refused,0,40,0,2,gen-1787665471-UFaMtm681Sl5MpBIozha,results/records/anthropic__claude-fable-5/mix_s2104_d16_c40__s0__max1.json
anthropic/claude-fable-5,mix_s5201_d24_c56,0,max1,0,refused,0,56,0,2,gen-1787665485-hJaFAM7SDztoa4usZ4xM,results/records/anthropic__claude-fable-5/mix_s5201_d24_c56__s0__max1.json
anthropic/claude-fable-5,mix_s5202_d24_c56,0,max1,0,refused,0,56,0,2,gen-1787665486-8fXDiS7X0Tn7zd753wwK,results/records/anthropic__claude-fable-5/mix_s5202_d24_c56__s0__max1.json
anthropic/claude-fable-5,mix_s5301_d20_c48,0,max1,0,refused,0,48,0,2,gen-1787665486-CixizGc5aUJsbazvA5kJ,results/records/anthropic__claude-fable-5/mix_s5301_d20_c48__s0__max1.json
anthropic/claude-fable-5,mix_s5302_d20_c48,0,max1,0,refused,0,48,0,5,gen-1787665487-j9k19Ti2MEZFHCEDqSNA,results/records/anthropic__claude-fable-5/mix_s5302_d20_c48__s0__max1.json
anthropic/claude-fable-5,nand_chain_2,0,max1,0,refused,0,8,0,2,gen-1787665461-31T5X22quhW1xp5Vjhp7,results/records/anthropic__claude-fable-5/nand_chain_2__s0__max1.json
anthropic/claude-fable-5,nand_chain_4,0,max1,0,refused,0,8,0,2,gen-1787665461-Gvgpo2Z8YtkX0Ojrtvqe,results/records/anthropic__claude-fable-5/nand_chain_4__s0__max1.json
anthropic/claude-fable-5,nand_chain_8,0,max1,0,refused,0,8,0,3,gen-1787665463-6fQOdTnC1o5EmywQ8pFQ,results/records/anthropic__claude-fable-5/nand_chain_8__s0__max1.json
anthropic/claude-fable-5,nand_tree_8in,0,max1,0,refused,0,8,0,3,gen-1787665463-oyMRktVKnfOwhPcw6DFw,results/records/anthropic__claude-fable-5/nand_tree_8in__s0__max1.json
anthropic/claude-fable-5,perm_s4616_d16_c40,0,max1,0,refused,0,40,0,3,gen-1787665477-Pby8uFRs2d3jNkSY6tnv,results/records/anthropic__claude-fable-5/perm_s4616_d16_c40__s0__max1.json
anthropic/claude-fable-5,perm_s4617_d16_c40,0,max1,0,refused,0,40,0,2,gen-1787665477-SH7uD4m4OQ4FnJVjSGfd,results/records/anthropic__claude-fable-5/perm_s4617_d16_c40__s0__max1.json
anthropic/claude-fable-5,perm_s4624_d24_c40,0,max1,0,refused,0,40,0,2,gen-1787665478-oX5v0YXLrs3iR2Ve5d4F,results/records/anthropic__claude-fable-5/perm_s4624_d24_c40__s0__max1.json
anthropic/claude-fable-5,perm_s4625_d24_c40,0,max1,0,refused,0,40,0,2,gen-1787665478-LgjpoYaFse33zi1v6shw,results/records/anthropic__claude-fable-5/perm_s4625_d24_c40__s0__max1.json
anthropic/claude-fable-5,perm_s4632_d32_c40,0,max1,0,refused,0,40,0,2,gen-1787665479-SAUKPkpEtPWKSOxQ8yBE,results/records/anthropic__claude-fable-5/perm_s4632_d32_c40__s0__max1.json
anthropic/claude-fable-5,perm_s4633_d32_c40,0,max1,0,refused,0,40,0,69,gen-1787665479-tAFkprMemx4JPguFFZhn,results/records/anthropic__claude-fable-5/perm_s4633_d32_c40__s0__max1.json
anthropic/claude-fable-5,rand_s4015_g15_d8,0,max1,0,refused,0,32,0,5,gen-1787665479-240d6MBNKHRKhZTYPSq2,results/records/anthropic__claude-fable-5/rand_s4015_g15_d8__s0__max1.json
anthropic/claude-fable-5,rand_s4016_g15_d8,0,max1,0,refused,0,32,0,7,gen-1787665480-5qYXzfNv3kKsbv7DbZ2Z,results/records/anthropic__claude-fable-5/rand_s4016_g15_d8__s0__max1.json
anthropic/claude-fable-5,rand_s4040_g40_d8,0,max1,0,refused,0,32,0,2,gen-1787665481-bJ1t0xNopWeJtFMuYJDl,results/records/anthropic__claude-fable-5/rand_s4040_g40_d8__s0__max1.json
anthropic/claude-fable-5,rand_s4041_g40_d8,0,max1,0,refused,0,32,0,3,gen-1787665481-lZCI95SmnGRBZIr8Ly66,results/records/anthropic__claude-fable-5/rand_s4041_g40_d8__s0__max1.json
anthropic/claude-fable-5,rand_s4080_g80_d8,0,max1,0,refused,0,32,0,5,gen-1787665482-ioVZVFZOVjdAAuC2vRF3,results/records/anthropic__claude-fable-5/rand_s4080_g80_d8__s0__max1.json
anthropic/claude-fable-5,rand_s4081_g80_d8,0,max1,0,refused,0,32,0,2,gen-1787665482-d7hDHGgqddVkmVTFrAxc,results/records/anthropic__claude-fable-5/rand_s4081_g80_d8__s0__max1.json
anthropic/claude-fable-5,rand_s4160_g160_d8,0,max1,0,refused,0,32,0,2,gen-1787665482-KXxMEdG12rJy4K2jtDUQ,results/records/anthropic__claude-fable-5/rand_s4160_g160_d8__s0__max1.json
anthropic/claude-fable-5,rand_s4161_g160_d8,0,max1,0,refused,0,32,0,2,gen-1787665483-2KJlZS02d7WPCqDFc1Np,results/records/anthropic__claude-fable-5/rand_s4161_g160_d8__s0__max1.json
anthropic/claude-fable-5,rand_s900_g40_d6,0,max1,0,refused,0,24,0,5,gen-1787665466-7dUNE6oQMvERripZiACg,results/records/anthropic__claude-fable-5/rand_s900_g40_d6__s0__max1.json
anthropic/claude-fable-5,rand_s901_g40_d6,0,max1,0,refused,0,24,0,5,gen-1787665466-rtIFz9o0fPXafU43RFw0,results/records/anthropic__claude-fable-5/rand_s901_g40_d6__s0__max1.json
anthropic/claude-fable-5,rand_s902_g40_d6,0,max1,0,refused,0,24,0,2,gen-1787665466-uK9aiftzziMjiKqT8qhD,results/records/anthropic__claude-fable-5/rand_s902_g40_d6__s0__max1.json
anthropic/claude-fable-5,rand_s910_g80_d10,0,max1,0,refused,0,32,0,2,gen-1787665466-nJpTbScz2LkLRfrH7Npq,results/records/anthropic__claude-fable-5/rand_s910_g80_d10__s0__max1.json
anthropic/claude-fable-5,rand_s911_g80_d10,0,max1,0,refused,0,32,0,2,gen-1787665467-mm7iPzoPOW0ljLC9JYpE,results/records/anthropic__claude-fable-5/rand_s911_g80_d10__s0__max1.json
anthropic/claude-fable-5,rand_s912_g80_d10,0,max1,0,refused,0,32,0,2,gen-1787665467-I18iJ5PnwDXy7zEFjJzx,results/records/anthropic__claude-fable-5/rand_s912_g80_d10__s0__max1.json
anthropic/claude-fable-5,rule30_k12_c28_s2210,0,max1,0,refused,0,28,0,2,gen-1787665471-uwFoswkBcTMVjPtwL1f2,results/records/anthropic__claude-fable-5/rule30_k12_c28_s2210__s0__max1.json
anthropic/claude-fable-5,rule30_k12_c28_s2211,0,max1,0,refused,0,28,0,2,gen-1787665471-ZfhyDsi8NR0sWU774tsA,results/records/anthropic__claude-fable-5/rule30_k12_c28_s2211__s0__max1.json
anthropic/claude-fable-5,rule30_k12_c28_s2212,0,max1,0,refused,0,28,0,2,gen-1787665472-0BhOrxm0xUAG7Mju9OBi,results/records/anthropic__claude-fable-5/rule30_k12_c28_s2212__s0__max1.json
anthropic/claude-fable-5,rule30_k16_c32_s2201,0,max1,0,refused,0,32,0,2,gen-1787665473-4sgq8deRJ7OH8j1DeDTR,results/records/anthropic__claude-fable-5/rule30_k16_c32_s2201__s0__max1.json
anthropic/claude-fable-5,rule30_k16_c32_s2202,0,max1,0,refused,0,32,0,66,gen-1787665473-dQhCdpJtkbuAr7RIlydj,results/records/anthropic__claude-fable-5/rule30_k16_c32_s2202__s0__max1.json
anthropic/claude-fable-5,rule30_k16_c32_s2203,0,max1,0,refused,0,32,0,2,gen-1787665473-ZO05DqoPeSc2BguaYsAK,results/records/anthropic__claude-fable-5/rule30_k16_c32_s2203__s0__max1.json
anthropic/claude-fable-5,shift_reg_3,0,max1,0,refused,0,8,0,3,gen-1787665463-a4jGcsicFXeKUtcvXGrY,results/records/anthropic__claude-fable-5/shift_reg_3__s0__max1.json
anthropic/claude-fable-5,tff_divider,0,max1,0,refused,0,8,0,2,gen-1787665464-stERhqvmmdFTX6f3SuPW,results/records/anthropic__claude-fable-5/tff_divider__s0__max1.json
anthropic/claude-fable-5,x2301,0,max1,0,refused,0,28,0,8,gen-1787665487-s0YdY10gIJcjBrR3WBqS,results/records/anthropic__claude-fable-5/x2301__s0__max1.json
anthropic/claude-fable-5,x2302,0,max1,0,refused,0,28,0,3,gen-1787665488-jim8RFHt8Wyzw9IQFP4Z,results/records/anthropic__claude-fable-5/x2302__s0__max1.json
anthropic/claude-fable-5,x2303,0,max1,0,refused,0,28,0,8,gen-1787665488-OJl4WIm1OnMoeueJtwaU,results/records/anthropic__claude-fable-5/x2303__s0__max1.json
anthropic/claude-fable-5,x2400,0,max1,0,refused,0,28,0,8,gen-1787665489-jVEo3TnnzWRk8tfUxjn6,results/records/anthropic__claude-fable-5/x2400__s0__max1.json
anthropic/claude-fable-5,x2401,0,max1,0,refused,0,28,0,8,gen-1787665489-0vyC8a2l7mU8QuuIniOf,results/records/anthropic__claude-fable-5/x2401__s0__max1.json
anthropic/claude-fable-5,x2402,0,max1,0,refused,0,28,0,8,gen-1787665489-b3rjwHprpFavk71Kztfs,results/records/anthropic__claude-fable-5/x2402__s0__max1.json
anthropic/claude-fable-5,xor_from_nand,0,max1,0,refused,0,8,0,2,gen-1787665464-1dUvu5iL4TFJ44QPsSx7,results/records/anthropic__claude-fable-5/xor_from_nand__s0__max1.json
anthropic/claude-haiku-4.5,chain_s2001_g100_d12,0,feel1,0,ok,1,24,0,3942,,results/records/anthropic__claude-haiku-4.5/chain_s2001_g100_d12__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s2001_g100_d12,0,max1,1,ok,1,24,0,2862,,results/records/anthropic__claude-haiku-4.5/chain_s2001_g100_d12__s0__max1.json
anthropic/claude-haiku-4.5,chain_s2001_g100_d12,1,max1,0,ok,1,24,0,3886,gen-1787549733-WrNoOEmCT2fpc0mlIbsa,results/records/anthropic__claude-haiku-4.5/chain_s2001_g100_d12__s1__max1.json
anthropic/claude-haiku-4.5,chain_s2001_g100_d12,2,max1,0,ok,2,24,0,4939,gen-1787549748-m8g9L9GpE1SnpWkmg4FY,results/records/anthropic__claude-haiku-4.5/chain_s2001_g100_d12__s2__max1.json
anthropic/claude-haiku-4.5,chain_s2002_g100_d12,0,feel1,0,ok,0,24,0,3718,,results/records/anthropic__claude-haiku-4.5/chain_s2002_g100_d12__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s2002_g100_d12,0,max1,1,ok,0,24,0,2009,,results/records/anthropic__claude-haiku-4.5/chain_s2002_g100_d12__s0__max1.json
anthropic/claude-haiku-4.5,chain_s2002_g100_d12,1,max1,0,ok,3,24,0,19213,gen-1787550130-ll1NJWrfPju0KU0q1rCX,results/records/anthropic__claude-haiku-4.5/chain_s2002_g100_d12__s1__max1.json
anthropic/claude-haiku-4.5,chain_s2002_g100_d12,2,max1,0,ok,0,24,0,3001,gen-1787550157-NvGVSNN11s7yhV19wuJ6,results/records/anthropic__claude-haiku-4.5/chain_s2002_g100_d12__s2__max1.json
anthropic/claude-haiku-4.5,chain_s2003_g100_d12,0,feel1,0,truncated,0,24,0,32768,,results/records/anthropic__claude-haiku-4.5/chain_s2003_g100_d12__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s2003_g100_d12,0,max1,1,ok,2,24,0,43387,,results/records/anthropic__claude-haiku-4.5/chain_s2003_g100_d12__s0__max1.json
anthropic/claude-haiku-4.5,chain_s2003_g100_d12,1,max1,0,ok,1,24,0,2362,gen-1787550481-A68u2Dvr7jGt6UFmBBFG,results/records/anthropic__claude-haiku-4.5/chain_s2003_g100_d12__s1__max1.json
anthropic/claude-haiku-4.5,chain_s2003_g100_d12,2,max1,0,ok,2,24,0,7962,gen-1787550491-XwpbSmlZzl3h1oNvTCkb,results/records/anthropic__claude-haiku-4.5/chain_s2003_g100_d12__s2__max1.json
anthropic/claude-haiku-4.5,chain_s2004_g100_d12,0,feel1,0,truncated,0,24,0,32768,,results/records/anthropic__claude-haiku-4.5/chain_s2004_g100_d12__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s2004_g100_d12,0,max1,1,ok,0,24,0,1053,,results/records/anthropic__claude-haiku-4.5/chain_s2004_g100_d12__s0__max1.json
anthropic/claude-haiku-4.5,chain_s2004_g100_d12,1,max1,0,ok,4,24,0,13608,gen-1787550915-EtAjHu0HuLg3X0PEptzc,results/records/anthropic__claude-haiku-4.5/chain_s2004_g100_d12__s1__max1.json
anthropic/claude-haiku-4.5,chain_s2004_g100_d12,2,max1,0,ok,0,24,0,31603,gen-1787550927-qw39inwsaiIM7rZbEApn,results/records/anthropic__claude-haiku-4.5/chain_s2004_g100_d12__s2__max1.json
anthropic/claude-haiku-4.5,chain_s4340_g40_d0,0,feel1,1,ok,1,12,0,2663,,results/records/anthropic__claude-haiku-4.5/chain_s4340_g40_d0__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s4341_g40_d0,0,feel1,1,ok,1,12,0,6525,,results/records/anthropic__claude-haiku-4.5/chain_s4341_g40_d0__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s4380_g80_d0,0,feel1,1,ok,2,12,0,1535,,results/records/anthropic__claude-haiku-4.5/chain_s4380_g80_d0__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s4381_g80_d0,0,feel1,1,ok,1,12,0,1546,,results/records/anthropic__claude-haiku-4.5/chain_s4381_g80_d0__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s4420_g120_d0,0,feel1,1,ok,5,12,0,6085,,results/records/anthropic__claude-haiku-4.5/chain_s4420_g120_d0__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s4421_g120_d0,0,feel1,1,ok,12,12,1,2541,,results/records/anthropic__claude-haiku-4.5/chain_s4421_g120_d0__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s5001_g150_d12,0,feel1,1,ok,1,24,0,4258,gen-1787589396-59lTP0LVXZBCqmYZV2bG,results/records/anthropic__claude-haiku-4.5/chain_s5001_g150_d12__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s5001_g150_d12,1,feel1,0,ok,2,24,0,1398,gen-1787589414-CGrOtQZCjy0l20rmttIZ,results/records/anthropic__claude-haiku-4.5/chain_s5001_g150_d12__s1__feel1.json
anthropic/claude-haiku-4.5,chain_s5002_g150_d12,0,feel1,1,ok,2,24,0,7922,gen-1787590407-G57DxkxMVvGQ0zRTmxdB,results/records/anthropic__claude-haiku-4.5/chain_s5002_g150_d12__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s5002_g150_d12,1,feel1,0,ok,2,24,0,14103,gen-1787590438-jTGXEbhVQsRhmzmSz9p8,results/records/anthropic__claude-haiku-4.5/chain_s5002_g150_d12__s1__feel1.json
anthropic/claude-haiku-4.5,chain_s5101_g200_d12,0,feel1,1,ok,1,24,0,6206,gen-1787591881-5P3JuzfDqweksWLueC1d,results/records/anthropic__claude-haiku-4.5/chain_s5101_g200_d12__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s5101_g200_d12,1,feel1,0,ok,0,24,0,1515,gen-1787591905-qTuARXRm7imXW7zFjsEW,results/records/anthropic__claude-haiku-4.5/chain_s5101_g200_d12__s1__feel1.json
anthropic/claude-haiku-4.5,chain_s5102_g200_d12,0,feel1,1,ok,0,24,0,1700,gen-1787592684-jYhKN0Oe07CyKZFBoq9m,results/records/anthropic__claude-haiku-4.5/chain_s5102_g200_d12__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s5102_g200_d12,1,feel1,0,ok,1,24,0,8129,gen-1787592695-kjTlThYlpQedrnaqZ4An,results/records/anthropic__claude-haiku-4.5/chain_s5102_g200_d12__s1__feel1.json
anthropic/claude-haiku-4.5,counter_3bit,0,feel1,0,ok,10,10,1,2649,,results/records/anthropic__claude-haiku-4.5/counter_3bit__s0__feel1.json
anthropic/claude-haiku-4.5,counter_3bit,0,max1,1,ok,10,10,1,2334,gen-1787597142-8aNrCK47RqCPcic3Y0tS,results/records/anthropic__claude-haiku-4.5/counter_3bit__s0__max1.json
anthropic/claude-haiku-4.5,lfsr_3,0,feel1,0,ok,10,10,1,1499,,results/records/anthropic__claude-haiku-4.5/lfsr_3__s0__feel1.json
anthropic/claude-haiku-4.5,lfsr_3,0,max1,1,ok,10,10,1,1518,gen-1787597186-2bvyAEvDFXxDYAVZjNsM,results/records/anthropic__claude-haiku-4.5/lfsr_3__s0__max1.json
anthropic/claude-haiku-4.5,mix_s2101_d16_c40,0,feel1,0,ok,2,40,0,3316,,results/records/anthropic__claude-haiku-4.5/mix_s2101_d16_c40__s0__feel1.json
anthropic/claude-haiku-4.5,mix_s2101_d16_c40,0,max1,1,ok,3,40,0,5887,,results/records/anthropic__claude-haiku-4.5/mix_s2101_d16_c40__s0__max1.json
anthropic/claude-haiku-4.5,mix_s2101_d16_c40,1,max1,0,ok,1,40,0,1384,gen-1787551266-Qv2k0fyz6QTCoD8TX9kF,results/records/anthropic__claude-haiku-4.5/mix_s2101_d16_c40__s1__max1.json
anthropic/claude-haiku-4.5,mix_s2101_d16_c40,2,max1,0,ok,2,40,0,2830,gen-1787551273-3WM8QgcgoELWHona5UNR,results/records/anthropic__claude-haiku-4.5/mix_s2101_d16_c40__s2__max1.json
anthropic/claude-haiku-4.5,mix_s2102_d16_c40,0,feel1,0,ok,1,40,0,4824,,results/records/anthropic__claude-haiku-4.5/mix_s2102_d16_c40__s0__feel1.json
anthropic/claude-haiku-4.5,mix_s2102_d16_c40,0,max1,1,ok,1,40,0,3191,,results/records/anthropic__claude-haiku-4.5/mix_s2102_d16_c40__s0__max1.json
anthropic/claude-haiku-4.5,mix_s2102_d16_c40,1,max1,0,ok,1,40,0,1253,gen-1787551883-83SX7sY6uIXLAy4UNVeY,results/records/anthropic__claude-haiku-4.5/mix_s2102_d16_c40__s1__max1.json
anthropic/claude-haiku-4.5,mix_s2102_d16_c40,2,max1,0,ok,1,40,0,1508,gen-1787551889-UzGVKVLSuwUfJhC47ELR,results/records/anthropic__claude-haiku-4.5/mix_s2102_d16_c40__s2__max1.json
anthropic/claude-haiku-4.5,mix_s2103_d16_c40,0,feel1,0,ok,1,40,0,1598,,results/records/anthropic__claude-haiku-4.5/mix_s2103_d16_c40__s0__feel1.json
anthropic/claude-haiku-4.5,mix_s2103_d16_c40,0,max1,1,ok,8,40,0,26251,,results/records/anthropic__claude-haiku-4.5/mix_s2103_d16_c40__s0__max1.json
anthropic/claude-haiku-4.5,mix_s2103_d16_c40,1,max1,0,ok,1,40,0,4543,gen-1787552418-35PMUxiDojiijw4dISWU,results/records/anthropic__claude-haiku-4.5/mix_s2103_d16_c40__s1__max1.json
anthropic/claude-haiku-4.5,mix_s2103_d16_c40,2,max1,0,ok,1,40,0,2631,gen-1787552435-zx8g7Nc48Af6dLM6kHDU,results/records/anthropic__claude-haiku-4.5/mix_s2103_d16_c40__s2__max1.json
anthropic/claude-haiku-4.5,mix_s2104_d16_c40,0,feel1,0,truncated,0,40,0,32768,,results/records/anthropic__claude-haiku-4.5/mix_s2104_d16_c40__s0__feel1.json
anthropic/claude-haiku-4.5,mix_s2104_d16_c40,0,max1,1,truncated,0,40,0,64000,,results/records/anthropic__claude-haiku-4.5/mix_s2104_d16_c40__s0__max1.json
anthropic/claude-haiku-4.5,mix_s2104_d16_c40,1,max1,0,ok,2,40,0,3378,gen-1787553109-xqk0lcQ3i8fgl1BUm3bF,results/records/anthropic__claude-haiku-4.5/mix_s2104_d16_c40__s1__max1.json
anthropic/claude-haiku-4.5,mix_s2104_d16_c40,2,max1,0,ok,1,40,0,4676,gen-1787553123-PgX5yalBbDShYXFH3Umn,results/records/anthropic__claude-haiku-4.5/mix_s2104_d16_c40__s2__max1.json
anthropic/claude-haiku-4.5,mix_s5201_d24_c56,0,feel1,1,ok,1,56,0,1756,gen-1787593774-ITepsvU0gKGzkmMDDSFz,results/records/anthropic__claude-haiku-4.5/mix_s5201_d24_c56__s0__feel1.json
anthropic/claude-haiku-4.5,mix_s5201_d24_c56,1,feel1,0,ok,1,56,0,1792,gen-1787593784-UCGmU2VH1GSDXQ108AtU,results/records/anthropic__claude-haiku-4.5/mix_s5201_d24_c56__s1__feel1.json
anthropic/claude-haiku-4.5,mix_s5202_d24_c56,0,feel1,1,ok,1,56,0,4241,gen-1787594681-gd7lagZOhJvbWUE4rXD0,results/records/anthropic__claude-haiku-4.5/mix_s5202_d24_c56__s0__feel1.json
anthropic/claude-haiku-4.5,mix_s5202_d24_c56,1,feel1,0,ok,1,56,0,4179,gen-1787594700-La2GDyUymkawOf91NWIj,results/records/anthropic__claude-haiku-4.5/mix_s5202_d24_c56__s1__feel1.json
anthropic/claude-haiku-4.5,mix_s5301_d20_c48,0,feel1,1,ok,1,48,0,3640,gen-1787595679-usPmRbVQ7nxhy3gA2I5C,results/records/anthropic__claude-haiku-4.5/mix_s5301_d20_c48__s0__feel1.json
anthropic/claude-haiku-4.5,mix_s5301_d20_c48,1,feel1,0,ok,1,48,0,2797,gen-1787595696-WS0dIln9QWOtOl8CI6XJ,results/records/anthropic__claude-haiku-4.5/mix_s5301_d20_c48__s1__feel1.json
anthropic/claude-haiku-4.5,mix_s5302_d20_c48,0,feel1,0,ok,1,48,0,1528,gen-1787597778-y4URedkBnQfBgu73ON4x,results/records/anthropic__claude-haiku-4.5/mix_s5302_d20_c48__s0__feel1.json
anthropic/claude-haiku-4.5,mix_s5302_d20_c48,0,max1,1,ok,1,48,0,1519,gen-1787597617-M7pA0nhRzpZx5nSeL40P,results/records/anthropic__claude-haiku-4.5/mix_s5302_d20_c48__s0__max1.json
anthropic/claude-haiku-4.5,mix_s5302_d20_c48,1,feel1,0,ok,2,48,0,6381,gen-1787597787-eOaLlXRlGruXbzh7nDAH,results/records/anthropic__claude-haiku-4.5/mix_s5302_d20_c48__s1__feel1.json
anthropic/claude-haiku-4.5,nand_chain_2,0,feel1,0,ok,8,8,1,925,,results/records/anthropic__claude-haiku-4.5/nand_chain_2__s0__feel1.json
anthropic/claude-haiku-4.5,nand_chain_2,0,max1,1,ok,8,8,1,853,gen-1787597225-p66DoUe5XRjZuDk0s2Pi,results/records/anthropic__claude-haiku-4.5/nand_chain_2__s0__max1.json
anthropic/claude-haiku-4.5,nand_chain_4,0,feel1,0,ok,8,8,1,890,,results/records/anthropic__claude-haiku-4.5/nand_chain_4__s0__feel1.json
anthropic/claude-haiku-4.5,nand_chain_4,0,max1,1,ok,8,8,1,1017,gen-1787597245-UP2Qrd8P0E1UlFY0RUi3,results/records/anthropic__claude-haiku-4.5/nand_chain_4__s0__max1.json
anthropic/claude-haiku-4.5,nand_chain_8,0,feel1,0,ok,8,8,1,2334,,results/records/anthropic__claude-haiku-4.5/nand_chain_8__s0__feel1.json
anthropic/claude-haiku-4.5,nand_chain_8,0,max1,1,ok,8,8,1,1447,gen-1787597272-GcPlNea7ikWLh3b4JFps,results/records/anthropic__claude-haiku-4.5/nand_chain_8__s0__max1.json
anthropic/claude-haiku-4.5,nand_tree_8in,0,feel1,0,ok,8,8,1,1913,,results/records/anthropic__claude-haiku-4.5/nand_tree_8in__s0__feel1.json
anthropic/claude-haiku-4.5,nand_tree_8in,0,max1,1,ok,8,8,1,1675,gen-1787597311-tDmUW2DZWwYQ9CRafdaT,results/records/anthropic__claude-haiku-4.5/nand_tree_8in__s0__max1.json
anthropic/claude-haiku-4.5,perm_s4616_d16_c40,0,feel1,1,ok,3,40,0,2235,,results/records/anthropic__claude-haiku-4.5/perm_s4616_d16_c40__s0__feel1.json
