model,circuit,sample,batch,canonical,status,prefix_cycles,cycles,exact,completion_tokens,generation_id,file
anthropic/claude-haiku-4.5,chain_s5001_g150_d12,0,feel1,1,ok,1,24,0,4258,gen-1787589396-59lTP0LVXZBCqmYZV2bG,results/records/anthropic__claude-haiku-4.5/chain_s5001_g150_d12__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s5002_g150_d12,0,feel1,1,ok,2,24,0,7922,gen-1787590407-G57DxkxMVvGQ0zRTmxdB,results/records/anthropic__claude-haiku-4.5/chain_s5002_g150_d12__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s5101_g200_d12,0,feel1,1,ok,1,24,0,6206,gen-1787591881-5P3JuzfDqweksWLueC1d,results/records/anthropic__claude-haiku-4.5/chain_s5101_g200_d12__s0__feel1.json
anthropic/claude-haiku-4.5,chain_s5102_g200_d12,0,feel1,1,ok,0,24,0,1700,gen-1787592684-jYhKN0Oe07CyKZFBoq9m,results/records/anthropic__claude-haiku-4.5/chain_s5102_g200_d12__s0__feel1.json
anthropic/claude-haiku-4.5,counter_3bit,0,max1,1,ok,10,10,1,2334,gen-1787597142-8aNrCK47RqCPcic3Y0tS,results/records/anthropic__claude-haiku-4.5/counter_3bit__s0__max1.json
anthropic/claude-haiku-4.5,lfsr_3,0,max1,1,ok,10,10,1,1518,gen-1787597186-2bvyAEvDFXxDYAVZjNsM,results/records/anthropic__claude-haiku-4.5/lfsr_3__s0__max1.json
anthropic/claude-haiku-4.5,mix_s2101_d16_c40,0,max1,1,ok,3,40,0,5887,,results/records/anthropic__claude-haiku-4.5/mix_s2101_d16_c40__s0__max1.json
anthropic/claude-haiku-4.5,mix_s2102_d16_c40,0,max1,1,ok,1,40,0,3191,,results/records/anthropic__claude-haiku-4.5/mix_s2102_d16_c40__s0__max1.json
anthropic/claude-haiku-4.5,mix_s2103_d16_c40,0,max1,1,ok,8,40,0,26251,,results/records/anthropic__claude-haiku-4.5/mix_s2103_d16_c40__s0__max1.json
anthropic/claude-haiku-4.5,mix_s2104_d16_c40,0,max1,1,truncated,0,40,0,64000,,results/records/anthropic__claude-haiku-4.5/mix_s2104_d16_c40__s0__max1.json
anthropic/claude-haiku-4.5,mix_s5201_d24_c56,0,feel1,1,ok,1,56,0,1756,gen-1787593774-ITepsvU0gKGzkmMDDSFz,results/records/anthropic__claude-haiku-4.5/mix_s5201_d24_c56__s0__feel1.json
anthropic/claude-haiku-4.5,mix_s5202_d24_c56,0,feel1,1,ok,1,56,0,4241,gen-1787594681-gd7lagZOhJvbWUE4rXD0,results/records/anthropic__claude-haiku-4.5/mix_s5202_d24_c56__s0__feel1.json
anthropic/claude-haiku-4.5,mix_s5301_d20_c48,0,feel1,1,ok,1,48,0,3640,gen-1787595679-usPmRbVQ7nxhy3gA2I5C,results/records/anthropic__claude-haiku-4.5/mix_s5301_d20_c48__s0__feel1.json
anthropic/claude-haiku-4.5,mix_s5302_d20_c48,0,max1,1,ok,1,48,0,1519,gen-1787597617-M7pA0nhRzpZx5nSeL40P,results/records/anthropic__claude-haiku-4.5/mix_s5302_d20_c48__s0__max1.json
anthropic/claude-haiku-4.5,nand_chain_2,0,max1,1,ok,8,8,1,853,gen-1787597225-p66DoUe5XRjZuDk0s2Pi,results/records/anthropic__claude-haiku-4.5/nand_chain_2__s0__max1.json
anthropic/claude-haiku-4.5,nand_chain_4,0,max1,1,ok,8,8,1,1017,gen-1787597245-UP2Qrd8P0E1UlFY0RUi3,results/records/anthropic__claude-haiku-4.5/nand_chain_4__s0__max1.json
anthropic/claude-haiku-4.5,nand_chain_8,0,max1,1,ok,8,8,1,1447,gen-1787597272-GcPlNea7ikWLh3b4JFps,results/records/anthropic__claude-haiku-4.5/nand_chain_8__s0__max1.json
anthropic/claude-haiku-4.5,nand_tree_8in,0,max1,1,ok,8,8,1,1675,gen-1787597311-tDmUW2DZWwYQ9CRafdaT,results/records/anthropic__claude-haiku-4.5/nand_tree_8in__s0__max1.json
anthropic/claude-haiku-4.5,perm_s4616_d16_c40,0,feel1,1,ok,3,40,0,2235,,results/records/anthropic__claude-haiku-4.5/perm_s4616_d16_c40__s0__feel1.json
anthropic/claude-haiku-4.5,perm_s4617_d16_c40,0,feel1,1,ok,2,40,0,2010,,results/records/anthropic__claude-haiku-4.5/perm_s4617_d16_c40__s0__feel1.json
anthropic/claude-haiku-4.5,perm_s4624_d24_c40,0,feel1,1,ok,2,40,0,1788,,results/records/anthropic__claude-haiku-4.5/perm_s4624_d24_c40__s0__feel1.json
anthropic/claude-haiku-4.5,perm_s4625_d24_c40,0,feel1,1,ok,1,40,0,2217,,results/records/anthropic__claude-haiku-4.5/perm_s4625_d24_c40__s0__feel1.json
anthropic/claude-haiku-4.5,perm_s4632_d32_c40,0,feel1,1,ok,4,40,0,2152,,results/records/anthropic__claude-haiku-4.5/perm_s4632_d32_c40__s0__feel1.json
anthropic/claude-haiku-4.5,perm_s4633_d32_c40,0,feel1,1,ok,2,40,0,1877,,results/records/anthropic__claude-haiku-4.5/perm_s4633_d32_c40__s0__feel1.json
anthropic/claude-haiku-4.5,rand_s4015_g15_d8,0,feel1,1,ok,6,32,0,1585,,results/records/anthropic__claude-haiku-4.5/rand_s4015_g15_d8__s0__feel1.json
anthropic/claude-haiku-4.5,rand_s4016_g15_d8,0,feel1,1,ok,4,32,0,1853,,results/records/anthropic__claude-haiku-4.5/rand_s4016_g15_d8__s0__feel1.json
anthropic/claude-haiku-4.5,rand_s4040_g40_d8,0,feel1,1,ok,2,32,0,2683,,results/records/anthropic__claude-haiku-4.5/rand_s4040_g40_d8__s0__feel1.json
anthropic/claude-haiku-4.5,rand_s4041_g40_d8,0,feel1,1,ok,17,32,0,27889,,results/records/anthropic__claude-haiku-4.5/rand_s4041_g40_d8__s0__feel1.json
anthropic/claude-haiku-4.5,rand_s4080_g80_d8,0,feel1,1,ok,1,32,0,2300,,results/records/anthropic__claude-haiku-4.5/rand_s4080_g80_d8__s0__feel1.json
anthropic/claude-haiku-4.5,rand_s4081_g80_d8,0,feel1,1,ok,3,32,0,3841,,results/records/anthropic__claude-haiku-4.5/rand_s4081_g80_d8__s0__feel1.json
anthropic/claude-haiku-4.5,rand_s4160_g160_d8,0,feel1,1,ok,9,32,0,916,,results/records/anthropic__claude-haiku-4.5/rand_s4160_g160_d8__s0__feel1.json
anthropic/claude-haiku-4.5,rand_s4161_g160_d8,0,feel1,1,ok,1,32,0,921,,results/records/anthropic__claude-haiku-4.5/rand_s4161_g160_d8__s0__feel1.json
anthropic/claude-haiku-4.5,rand_s900_g40_d6,0,max1,1,ok,1,24,0,3275,gen-1787597532-EhjLfDfHeH0smRCGUZqv,results/records/anthropic__claude-haiku-4.5/rand_s900_g40_d6__s0__max1.json
anthropic/claude-haiku-4.5,rand_s901_g40_d6,0,max1,1,ok,3,24,0,1627,gen-1787597789-rv58Ny2AdcuiZIF6Q8db,results/records/anthropic__claude-haiku-4.5/rand_s901_g40_d6__s0__max1.json
anthropic/claude-haiku-4.5,rand_s902_g40_d6,0,max1,1,ok,1,24,0,2585,gen-1787597970-2uyIKddMzkzxyAiUQF5T,results/records/anthropic__claude-haiku-4.5/rand_s902_g40_d6__s0__max1.json
anthropic/claude-haiku-4.5,rand_s910_g80_d10,0,max1,1,ok,1,32,0,2439,,results/records/anthropic__claude-haiku-4.5/rand_s910_g80_d10__s0__max1.json
anthropic/claude-haiku-4.5,rand_s911_g80_d10,0,max1,1,ok,2,32,0,1459,,results/records/anthropic__claude-haiku-4.5/rand_s911_g80_d10__s0__max1.json
anthropic/claude-haiku-4.5,rand_s912_g80_d10,0,max1,1,ok,2,32,0,1316,,results/records/anthropic__claude-haiku-4.5/rand_s912_g80_d10__s0__max1.json
anthropic/claude-haiku-4.5,rule30_k12_c28_s2210,0,max1,1,ok,2,28,0,3713,gen-1787553709-dsqC3bQMus5QSooRZAOO,results/records/anthropic__claude-haiku-4.5/rule30_k12_c28_s2210__s0__max1.json
anthropic/claude-haiku-4.5,rule30_k12_c28_s2211,0,max1,1,ok,2,28,0,2925,gen-1787554069-ASHystjMGjhnSy5YIwBD,results/records/anthropic__claude-haiku-4.5/rule30_k12_c28_s2211__s0__max1.json
anthropic/claude-haiku-4.5,rule30_k12_c28_s2212,0,max1,1,ok,1,28,0,1974,gen-1787554311-9V6t22rU6pkMZYeVsmDH,results/records/anthropic__claude-haiku-4.5/rule30_k12_c28_s2212__s0__max1.json
anthropic/claude-haiku-4.5,rule30_k16_c32_s2201,0,max1,1,ok,2,32,0,2003,,results/records/anthropic__claude-haiku-4.5/rule30_k16_c32_s2201__s0__max1.json
anthropic/claude-haiku-4.5,rule30_k16_c32_s2202,0,max1,1,ok,1,32,0,1976,,results/records/anthropic__claude-haiku-4.5/rule30_k16_c32_s2202__s0__max1.json
anthropic/claude-haiku-4.5,rule30_k16_c32_s2203,0,max1,1,ok,2,32,0,2816,,results/records/anthropic__claude-haiku-4.5/rule30_k16_c32_s2203__s0__max1.json
anthropic/claude-haiku-4.5,shift_reg_3,0,max1,1,ok,8,8,1,1142,gen-1787597342-IscP51j46gzAL7JxWJPp,results/records/anthropic__claude-haiku-4.5/shift_reg_3__s0__max1.json
anthropic/claude-haiku-4.5,tff_divider,0,max1,1,ok,8,8,1,897,gen-1787597355-62Mpavq8FCEJlmRhEmfg,results/records/anthropic__claude-haiku-4.5/tff_divider__s0__max1.json
anthropic/claude-haiku-4.5,x2301,0,feel1,1,ok,1,28,0,1326,,results/records/anthropic__claude-haiku-4.5/x2301__s0__feel1.json
anthropic/claude-haiku-4.5,x2302,0,feel1,1,ok,2,28,0,1593,,results/records/anthropic__claude-haiku-4.5/x2302__s0__feel1.json
anthropic/claude-haiku-4.5,x2303,0,feel1,1,ok,1,28,0,1350,,results/records/anthropic__claude-haiku-4.5/x2303__s0__feel1.json
anthropic/claude-haiku-4.5,x2400,0,feel1,1,ok,1,28,0,1340,,results/records/anthropic__claude-haiku-4.5/x2400__s0__feel1.json
anthropic/claude-haiku-4.5,x2401,0,feel1,1,ok,1,28,0,1157,,results/records/anthropic__claude-haiku-4.5/x2401__s0__feel1.json
anthropic/claude-haiku-4.5,x2402,0,feel1,1,ok,1,28,0,1211,,results/records/anthropic__claude-haiku-4.5/x2402__s0__feel1.json
anthropic/claude-haiku-4.5,xor_from_nand,0,max1,1,ok,8,8,1,835,gen-1787597371-qpX29h0CrzW3GeY0ZMl8,results/records/anthropic__claude-haiku-4.5/xor_from_nand__s0__max1.json
anthropic/claude-opus-5,chain_s2001_g100_d12,0,max1,1,ok,24,24,1,49015,gen-1787533933-Aiwke3tP8f5ceSLeIYYI,results/records/anthropic__claude-opus-5/chain_s2001_g100_d12__s0__max1.json
anthropic/claude-opus-5,chain_s2002_g100_d12,0,max1,1,ok,24,24,1,62847,gen-1787534125-CjWZUQw5eQTxjHIC8KfE,results/records/anthropic__claude-opus-5/chain_s2002_g100_d12__s0__max1.json
anthropic/claude-opus-5,chain_s2003_g100_d12,0,max1,1,ok,24,24,1,46101,gen-1787534742-1QapDZOi31qzdZHjjchA,results/records/anthropic__claude-opus-5/chain_s2003_g100_d12__s0__max1.json
anthropic/claude-opus-5,chain_s2004_g100_d12,0,max1,1,ok,24,24,1,66090,gen-1787535155-Jq93y0eWS0h4b3W4AT2s,results/records/anthropic__claude-opus-5/chain_s2004_g100_d12__s0__max1.json
anthropic/claude-opus-5,chain_s4340_g40_d0,0,feel1,1,ok,12,12,1,5866,,results/records/anthropic__claude-opus-5/chain_s4340_g40_d0__s0__feel1.json
anthropic/claude-opus-5,chain_s4341_g40_d0,0,feel1,1,ok,12,12,1,6090,,results/records/anthropic__claude-opus-5/chain_s4341_g40_d0__s0__feel1.json
anthropic/claude-opus-5,chain_s4380_g80_d0,0,feel1,1,ok,12,12,1,12529,,results/records/anthropic__claude-opus-5/chain_s4380_g80_d0__s0__feel1.json
anthropic/claude-opus-5,chain_s4381_g80_d0,0,feel1,1,ok,12,12,1,11773,,results/records/anthropic__claude-opus-5/chain_s4381_g80_d0__s0__feel1.json
anthropic/claude-opus-5,chain_s4420_g120_d0,0,feel1,1,ok,12,12,1,11309,,results/records/anthropic__claude-opus-5/chain_s4420_g120_d0__s0__feel1.json
anthropic/claude-opus-5,chain_s4421_g120_d0,0,feel1,1,ok,12,12,1,7206,,results/records/anthropic__claude-opus-5/chain_s4421_g120_d0__s0__feel1.json
anthropic/claude-opus-5,chain_s5001_g150_d12,0,feel1,1,ok,18,24,0,76272,gen-1787541934-XBJJA5Oybuw6s3i0IYAE,results/records/anthropic__claude-opus-5/chain_s5001_g150_d12__s0__feel1.json
anthropic/claude-opus-5,chain_s5002_g150_d12,0,feel1,1,ok,22,24,0,90229,gen-1787541934-Dy6JvW9SZEJcxrhZvP3s,results/records/anthropic__claude-opus-5/chain_s5002_g150_d12__s0__feel1.json
anthropic/claude-opus-5,chain_s5101_g200_d12,0,feel1,1,truncated,0,24,0,128000,gen-1787571895-dgyIm3A5BCV3cNQuN1jo,results/records/anthropic__claude-opus-5/chain_s5101_g200_d12__s0__feel1.json
anthropic/claude-opus-5,chain_s5102_g200_d12,0,feel1,1,truncated,0,24,0,128000,gen-1787542627-eIG24I3E5hQnEdID0LPi,results/records/anthropic__claude-opus-5/chain_s5102_g200_d12__s0__feel1.json
anthropic/claude-opus-5,counter_3bit,0,max1,1,ok,10,10,1,993,gen-1787597124-zIO0UYoXjlYvdmMjT68V,results/records/anthropic__claude-opus-5/counter_3bit__s0__max1.json
anthropic/claude-opus-5,lfsr_3,0,max1,1,refused,0,10,0,436,gen-1787597148-xFSwQQCNXldEUtCi8mPQ,results/records/anthropic__claude-opus-5/lfsr_3__s0__max1.json
anthropic/claude-opus-5,mix_s2101_d16_c40,0,max1,1,ok,40,40,1,78455,,results/records/anthropic__claude-opus-5/mix_s2101_d16_c40__s0__max1.json
anthropic/claude-opus-5,mix_s2102_d16_c40,0,max1,1,ok,40,40,1,68197,,results/records/anthropic__claude-opus-5/mix_s2102_d16_c40__s0__max1.json
anthropic/claude-opus-5,mix_s2103_d16_c40,0,max1,1,ok,40,40,1,35380,,results/records/anthropic__claude-opus-5/mix_s2103_d16_c40__s0__max1.json
anthropic/claude-opus-5,mix_s2104_d16_c40,0,max1,1,ok,40,40,1,45463,,results/records/anthropic__claude-opus-5/mix_s2104_d16_c40__s0__max1.json
anthropic/claude-opus-5,mix_s5201_d24_c56,0,retry1,1,truncated,0,56,0,128000,gen-1787665962-6XKMv9EfODGyuxpFwPFG,results/records/anthropic__claude-opus-5/mix_s5201_d24_c56__s0__retry1.json
anthropic/claude-opus-5,mix_s5202_d24_c56,0,feel1,1,refused,0,56,0,,gen-1787543323-6Y8Gtvityb3VwyPj64i2,results/records/anthropic__claude-opus-5/mix_s5202_d24_c56__s0__feel1.json
anthropic/claude-opus-5,mix_s5301_d20_c48,0,feel1,1,ok,48,48,1,105351,gen-1787543326-BXKTOopwlqWw5PQN7BC9,results/records/anthropic__claude-opus-5/mix_s5301_d20_c48__s0__feel1.json
anthropic/claude-opus-5,mix_s5302_d20_c48,0,feel1,1,ok,48,48,1,119265,gen-1787543698-KDtYkCaopVqB6LVFi482,results/records/anthropic__claude-opus-5/mix_s5302_d20_c48__s0__feel1.json
anthropic/claude-opus-5,nand_chain_2,0,feel1,1,ok,8,8,1,712,,results/records/anthropic__claude-opus-5/nand_chain_2__s0__feel1.json
anthropic/claude-opus-5,nand_chain_4,0,feel1,1,ok,8,8,1,1087,,results/records/anthropic__claude-opus-5/nand_chain_4__s0__feel1.json
anthropic/claude-opus-5,nand_chain_8,0,max1,1,ok,8,8,1,1712,gen-1787597248-Ix2sQv4GGNj9W8bt7l2z,results/records/anthropic__claude-opus-5/nand_chain_8__s0__max1.json
anthropic/claude-opus-5,nand_tree_8in,0,feel1,1,ok,8,8,1,1328,,results/records/anthropic__claude-opus-5/nand_tree_8in__s0__feel1.json
anthropic/claude-opus-5,perm_s4616_d16_c40,0,retry1,1,ok,40,40,1,8893,gen-1787666920-4QHx9gjRWRK8dI2tmLdr,results/records/anthropic__claude-opus-5/perm_s4616_d16_c40__s0__retry1.json
anthropic/claude-opus-5,perm_s4617_d16_c40,0,feel1,1,ok,40,40,1,7198,,results/records/anthropic__claude-opus-5/perm_s4617_d16_c40__s0__feel1.json
anthropic/claude-opus-5,perm_s4624_d24_c40,0,retry1,1,ok,40,40,1,5528,gen-1787666994-N5ZIkxkBzsB2k9CyUqiM,results/records/anthropic__claude-opus-5/perm_s4624_d24_c40__s0__retry1.json
anthropic/claude-opus-5,perm_s4625_d24_c40,0,feel1,1,refused,0,40,0,,,results/records/anthropic__claude-opus-5/perm_s4625_d24_c40__s0__feel1.json
anthropic/claude-opus-5,perm_s4632_d32_c40,0,feel1,1,ok,40,40,1,7838,,results/records/anthropic__claude-opus-5/perm_s4632_d32_c40__s0__feel1.json
anthropic/claude-opus-5,perm_s4633_d32_c40,0,feel1,1,ok,40,40,1,8573,,results/records/anthropic__claude-opus-5/perm_s4633_d32_c40__s0__feel1.json
anthropic/claude-opus-5,rand_s4015_g15_d8,0,feel1,1,ok,32,32,1,9817,,results/records/anthropic__claude-opus-5/rand_s4015_g15_d8__s0__feel1.json
anthropic/claude-opus-5,rand_s4016_g15_d8,0,feel1,1,ok,32,32,1,5524,,results/records/anthropic__claude-opus-5/rand_s4016_g15_d8__s0__feel1.json
anthropic/claude-opus-5,rand_s4040_g40_d8,0,feel1,1,ok,32,32,1,14660,,results/records/anthropic__claude-opus-5/rand_s4040_g40_d8__s0__feel1.json
anthropic/claude-opus-5,rand_s4041_g40_d8,0,feel1,1,ok,32,32,1,13684,,results/records/anthropic__claude-opus-5/rand_s4041_g40_d8__s0__feel1.json
anthropic/claude-opus-5,rand_s4080_g80_d8,0,feel1,1,ok,32,32,1,22229,,results/records/anthropic__claude-opus-5/rand_s4080_g80_d8__s0__feel1.json
anthropic/claude-opus-5,rand_s4081_g80_d8,0,feel1,1,ok,32,32,1,15256,,results/records/anthropic__claude-opus-5/rand_s4081_g80_d8__s0__feel1.json
anthropic/claude-opus-5,rand_s4160_g160_d8,0,feel1,1,ok,32,32,1,22893,,results/records/anthropic__claude-opus-5/rand_s4160_g160_d8__s0__feel1.json
anthropic/claude-opus-5,rand_s4161_g160_d8,0,feel1,1,ok,32,32,1,88426,,results/records/anthropic__claude-opus-5/rand_s4161_g160_d8__s0__feel1.json
anthropic/claude-opus-5,rand_s900_g40_d6,0,max1,1,ok,24,24,1,8133,gen-1787597425-dRlUvHCQGfQ1WSzcKl3r,results/records/anthropic__claude-opus-5/rand_s900_g40_d6__s0__max1.json
anthropic/claude-opus-5,rand_s901_g40_d6,0,max1,1,ok,24,24,1,7278,gen-1787597546-60PhpTucdprzCeiKrfb6,results/records/anthropic__claude-opus-5/rand_s901_g40_d6__s0__max1.json
anthropic/claude-opus-5,rand_s902_g40_d6,0,max1,1,ok,24,24,1,7071,gen-1787597797-V8zdoh6ZPqdPDFAXehSF,results/records/anthropic__claude-opus-5/rand_s902_g40_d6__s0__max1.json
anthropic/claude-opus-5,rand_s910_g80_d10,0,max1,1,ok,32,32,1,19912,gen-1787538077-X30ulN3DOZ07Bo6DoOtu,results/records/anthropic__claude-opus-5/rand_s910_g80_d10__s0__max1.json
anthropic/claude-opus-5,rand_s911_g80_d10,0,max1,1,ok,32,32,1,27608,gen-1787538303-zXs0hgcRoej1kPIkAVnB,results/records/anthropic__claude-opus-5/rand_s911_g80_d10__s0__max1.json
anthropic/claude-opus-5,rand_s912_g80_d10,0,max1,1,ok,32,32,1,25626,gen-1787538517-cecgzHN1MzROXro9zo3n,results/records/anthropic__claude-opus-5/rand_s912_g80_d10__s0__max1.json
anthropic/claude-opus-5,rule30_k12_c28_s2210,0,max1,1,refused,0,28,0,,gen-1787537122-IHbntAFutrdjsaY0ApjC,results/records/anthropic__claude-opus-5/rule30_k12_c28_s2210__s0__max1.json
anthropic/claude-opus-5,rule30_k12_c28_s2211,0,max1,1,refused,0,28,0,,gen-1787537280-5NMoClfXJqIvq5QwvMKs,results/records/anthropic__claude-opus-5/rule30_k12_c28_s2211__s0__max1.json
anthropic/claude-opus-5,rule30_k12_c28_s2212,0,max1,1,refused,0,28,0,,gen-1787537358-LcT6CVVGpoEt5jX9wCps,results/records/anthropic__claude-opus-5/rule30_k12_c28_s2212__s0__max1.json
anthropic/claude-opus-5,rule30_k16_c32_s2201,0,max1,1,ok,32,32,1,23901,gen-1787537438-tXZtgqxlZPqlxrQxLH7W,results/records/anthropic__claude-opus-5/rule30_k16_c32_s2201__s0__max1.json
anthropic/claude-opus-5,rule30_k16_c32_s2202,0,max1,1,ok,32,32,1,24468,gen-1787537660-elzG9iTHnPmNEAiySy68,results/records/anthropic__claude-opus-5/rule30_k16_c32_s2202__s0__max1.json
anthropic/claude-opus-5,rule30_k16_c32_s2203,0,max1,1,ok,32,32,1,22776,gen-1787537853-YNDyAaEgJxVwgF4evM7d,results/records/anthropic__claude-opus-5/rule30_k16_c32_s2203__s0__max1.json
anthropic/claude-opus-5,shift_reg_3,0,max1,1,ok,8,8,1,819,gen-1787597317-PxkkAiH5dse3D2gl3Ugg,results/records/anthropic__claude-opus-5/shift_reg_3__s0__max1.json
anthropic/claude-opus-5,tff_divider,0,max1,1,refused,0,8,0,,gen-1787597342-jmkN8Folx43FkCsq2crs,results/records/anthropic__claude-opus-5/tff_divider__s0__max1.json
anthropic/claude-opus-5,x2301,0,feel1,1,refused,0,28,0,,,results/records/anthropic__claude-opus-5/x2301__s0__feel1.json
anthropic/claude-opus-5,x2302,0,feel1,1,refused,0,28,0,,,results/records/anthropic__claude-opus-5/x2302__s0__feel1.json
anthropic/claude-opus-5,x2303,0,feel1,1,refused,0,28,0,,,results/records/anthropic__claude-opus-5/x2303__s0__feel1.json
anthropic/claude-opus-5,x2400,0,feel1,1,refused,0,28,0,,,results/records/anthropic__claude-opus-5/x2400__s0__feel1.json
anthropic/claude-opus-5,x2401,0,feel1,1,refused,0,28,0,,,results/records/anthropic__claude-opus-5/x2401__s0__feel1.json
anthropic/claude-opus-5,x2402,0,feel1,1,refused,0,28,0,,,results/records/anthropic__claude-opus-5/x2402__s0__feel1.json
anthropic/claude-opus-5,xor_from_nand,0,max1,1,ok,8,8,1,575,gen-1787597358-eMVEs5EnCUlIJMmVjHzV,results/records/anthropic__claude-opus-5/xor_from_nand__s0__max1.json
anthropic/claude-sonnet-5,chain_s2001_g100_d12,0,max1,1,ok,5,24,0,70335,,results/records/anthropic__claude-sonnet-5/chain_s2001_g100_d12__s0__max1.json
anthropic/claude-sonnet-5,chain_s2002_g100_d12,0,max1,1,ok,24,24,1,69469,,results/records/anthropic__claude-sonnet-5/chain_s2002_g100_d12__s0__max1.json
anthropic/claude-sonnet-5,chain_s2003_g100_d12,0,max1,1,ok,5,24,0,76228,,results/records/anthropic__claude-sonnet-5/chain_s2003_g100_d12__s0__max1.json
anthropic/claude-sonnet-5,chain_s2004_g100_d12,0,max1,1,ok,5,24,0,72839,,results/records/anthropic__claude-sonnet-5/chain_s2004_g100_d12__s0__max1.json
anthropic/claude-sonnet-5,chain_s4340_g40_d0,0,feel1,1,ok,12,12,1,9464,,results/records/anthropic__claude-sonnet-5/chain_s4340_g40_d0__s0__feel1.json
anthropic/claude-sonnet-5,chain_s4341_g40_d0,0,feel1,1,ok,12,12,1,6342,,results/records/anthropic__claude-sonnet-5/chain_s4341_g40_d0__s0__feel1.json
anthropic/claude-sonnet-5,chain_s4380_g80_d0,0,feel1,1,ok,12,12,1,18358,,results/records/anthropic__claude-sonnet-5/chain_s4380_g80_d0__s0__feel1.json
anthropic/claude-sonnet-5,chain_s4381_g80_d0,0,feel1,1,ok,12,12,1,23557,,results/records/anthropic__claude-sonnet-5/chain_s4381_g80_d0__s0__feel1.json
anthropic/claude-sonnet-5,chain_s4420_g120_d0,0,feel1,1,ok,12,12,1,27918,,results/records/anthropic__claude-sonnet-5/chain_s4420_g120_d0__s0__feel1.json
anthropic/claude-sonnet-5,chain_s4421_g120_d0,0,feel1,1,ok,12,12,1,17532,,results/records/anthropic__claude-sonnet-5/chain_s4421_g120_d0__s0__feel1.json
anthropic/claude-sonnet-5,chain_s5001_g150_d12,0,feel1,1,ok,4,24,0,124695,gen-1787585705-vsdLLNNFpQJgcUQJPm3N,results/records/anthropic__claude-sonnet-5/chain_s5001_g150_d12__s0__feel1.json
anthropic/claude-sonnet-5,chain_s5002_g150_d12,0,feel1,1,ok,4,24,0,100139,gen-1787585705-21h1fILtD4tCOwWThf4a,results/records/anthropic__claude-sonnet-5/chain_s5002_g150_d12__s0__feel1.json
anthropic/claude-sonnet-5,chain_s5101_g200_d12,0,feel1,1,truncated,0,24,0,128000,gen-1787586275-0z4yPSZbcnakbbvxlWWY,results/records/anthropic__claude-sonnet-5/chain_s5101_g200_d12__s0__feel1.json
anthropic/claude-sonnet-5,chain_s5102_g200_d12,0,feel1,1,truncated,0,24,0,128000,gen-1787586446-2Ah3gUczRku2Z04FYck1,results/records/anthropic__claude-sonnet-5/chain_s5102_g200_d12__s0__feel1.json
anthropic/claude-sonnet-5,counter_3bit,0,max1,1,ok,10,10,1,3279,gen-1787597124-UKW7roywD5FAjIq1mpIw,results/records/anthropic__claude-sonnet-5/counter_3bit__s0__max1.json
anthropic/claude-sonnet-5,lfsr_3,0,max1,1,ok,10,10,1,1735,gen-1787597158-XD0XVkLnJ515Pzfr4Bu2,results/records/anthropic__claude-sonnet-5/lfsr_3__s0__max1.json
anthropic/claude-sonnet-5,mix_s2101_d16_c40,0,max1,1,ok,38,40,0,84056,,results/records/anthropic__claude-sonnet-5/mix_s2101_d16_c40__s0__max1.json
anthropic/claude-sonnet-5,mix_s2102_d16_c40,0,max1,1,ok,14,40,0,97396,,results/records/anthropic__claude-sonnet-5/mix_s2102_d16_c40__s0__max1.json
