generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,api_key_disabled,api_key_name,app_name
gen-1787665487-s0YdY10gIJcjBrR3WBqS,2026-08-25 13:44:47.864,0,,,,0,12324,8,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1602,1590,false,circuiteval-test-aug-22-2026,
gen-1787665487-j9k19Ti2MEZFHCEDqSNA,2026-08-25 13:44:47.635,0,,,,0,6866,5,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1726,1726,false,circuiteval-test-aug-22-2026,
gen-1787665486-CixizGc5aUJsbazvA5kJ,2026-08-25 13:44:46.822,0,,,,0,6866,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1142,1139,false,circuiteval-test-aug-22-2026,
gen-1787665486-8fXDiS7X0Tn7zd753wwK,2026-08-25 13:44:46.168,0,,,,0,7994,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1747,1735,false,circuiteval-test-aug-22-2026,
gen-1787665485-hJaFAM7SDztoa4usZ4xM,2026-08-25 13:44:45.844,0,,,,0,7994,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1650,1640,false,circuiteval-test-aug-22-2026,
gen-1787665485-ErYo8rAqOeSaLM2dogqi,2026-08-25 13:44:45.343,0,,,,0,10426,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,2413,2354,false,circuiteval-test-aug-22-2026,
gen-1787665485-vTRpwy1PfIqogfOsNVDG,2026-08-25 13:44:45.061,0,,,,0,10426,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1644,1630,false,circuiteval-test-aug-22-2026,
gen-1787665483-XDiGm6gKnGaTrw1vuJs5,2026-08-25 13:44:43.912,0,,,,0,8276,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1669,1667,false,circuiteval-test-aug-22-2026,
gen-1787665483-2JHb6ZSIX22zXW5iaSVh,2026-08-25 13:44:43.746,0,,,,0,8276,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1198,1196,false,circuiteval-test-aug-22-2026,
gen-1787665483-2KJlZS02d7WPCqDFc1Np,2026-08-25 13:44:43.641,0,,,,0,8660,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1602,1599,false,circuiteval-test-aug-22-2026,
gen-1787665482-KXxMEdG12rJy4K2jtDUQ,2026-08-25 13:44:42.870,0,,,,0,8660,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,2861,2858,false,circuiteval-test-aug-22-2026,
gen-1787665482-d7hDHGgqddVkmVTFrAxc,2026-08-25 13:44:42.522,0,,,,0,5232,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1090,1070,false,circuiteval-test-aug-22-2026,
gen-1787665482-ioVZVFZOVjdAAuC2vRF3,2026-08-25 13:44:42.250,0,,,,0,5238,5,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1523,1508,false,circuiteval-test-aug-22-2026,
gen-1787665481-lZCI95SmnGRBZIr8Ly66,2026-08-25 13:44:41.412,0,,,,0,3506,3,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1344,1331,false,circuiteval-test-aug-22-2026,
gen-1787665481-bJ1t0xNopWeJtFMuYJDl,2026-08-25 13:44:41.026,0,,,,0,3512,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1381,1381,false,circuiteval-test-aug-22-2026,
gen-1787665480-5qYXzfNv3kKsbv7DbZ2Z,2026-08-25 13:44:40.566,0,,,,0,2437,7,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1574,1570,false,circuiteval-test-aug-22-2026,
gen-1787665479-240d6MBNKHRKhZTYPSq2,2026-08-25 13:44:39.716,0,,,,0,2437,5,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1603,1597,false,circuiteval-test-aug-22-2026,
gen-1787665479-tAFkprMemx4JPguFFZhn,2026-08-25 13:44:39.326,0.02828,,,,0,2483,69,61,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,4146,3417,false,circuiteval-test-aug-22-2026,
gen-1787665479-SAUKPkpEtPWKSOxQ8yBE,2026-08-25 13:44:39.240,0,,,,0,2483,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1676,1674,false,circuiteval-test-aug-22-2026,
gen-1787665478-LgjpoYaFse33zi1v6shw,2026-08-25 13:44:38.857,0,,,,0,2235,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1530,1522,false,circuiteval-test-aug-22-2026,
gen-1787665478-oX5v0YXLrs3iR2Ve5d4F,2026-08-25 13:44:38.089,0,,,,0,2235,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1141,1138,false,circuiteval-test-aug-22-2026,
gen-1787665477-SH7uD4m4OQ4FnJVjSGfd,2026-08-25 13:44:37.678,0,,,,0,1987,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1432,1432,false,circuiteval-test-aug-22-2026,
gen-1787665477-Pby8uFRs2d3jNkSY6tnv,2026-08-25 13:44:37.577,0,,,,0,1987,3,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1176,1166,false,circuiteval-test-aug-22-2026,
gen-1787665477-Qa9gCPaSiHIPmJsuFuaI,2026-08-25 13:44:37.075,0,,,,0,6449,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,2535,2534,false,circuiteval-test-aug-22-2026,
gen-1787665476-xIYqmJykxVSimyC3mREj,2026-08-25 13:44:36.601,0,,,,0,6449,3,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1355,1351,false,circuiteval-test-aug-22-2026,
gen-1787665476-ixrjh0phFMfcr18a0nI7,2026-08-25 13:44:36.324,0,,,,0,4729,3,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1256,1253,false,circuiteval-test-aug-22-2026,
gen-1787665475-lipxRI2XhAFNyDEagIzu,2026-08-25 13:44:35.380,0,,,,0,4729,3,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1585,1585,false,circuiteval-test-aug-22-2026,
gen-1787665474-O40Q46s9qJaR9z5XnLuB,2026-08-25 13:44:34.897,0,,,,0,3009,3,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1319,1318,false,circuiteval-test-aug-22-2026,
gen-1787665474-bOPMxlqzqVMdmTaMw2hp,2026-08-25 13:44:34.789,0,,,,0,3009,3,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1705,1703,false,circuiteval-test-aug-22-2026,
gen-1787665473-ZO05DqoPeSc2BguaYsAK,2026-08-25 13:44:33.846,0,,,,0,6738,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1422,1413,false,circuiteval-test-aug-22-2026,
gen-1787665473-dQhCdpJtkbuAr7RIlydj,2026-08-25 13:44:33.493,0.07068,,,,0,6738,66,59,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,3964,3275,false,circuiteval-test-aug-22-2026,
gen-1787665473-4sgq8deRJ7OH8j1DeDTR,2026-08-25 13:44:33.332,0,,,,0,6738,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1469,1460,false,circuiteval-test-aug-22-2026,
gen-1787665472-0BhOrxm0xUAG7Mju9OBi,2026-08-25 13:44:32.780,0,,,,0,5326,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1882,1880,false,circuiteval-test-aug-22-2026,
gen-1787665471-ZfhyDsi8NR0sWU774tsA,2026-08-25 13:44:31.878,0,,,,0,5326,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1313,1313,false,circuiteval-test-aug-22-2026,
gen-1787665471-uwFoswkBcTMVjPtwL1f2,2026-08-25 13:44:31.613,0,,,,0,5326,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1767,1761,false,circuiteval-test-aug-22-2026,
gen-1787665471-UFaMtm681Sl5MpBIozha,2026-08-25 13:44:31.445,0,,,,0,5738,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1777,1767,false,circuiteval-test-aug-22-2026,
gen-1787665471-OlEBXy79gSFQOSeqWEOU,2026-08-25 13:44:31.147,0,,,,0,5738,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1490,1481,false,circuiteval-test-aug-22-2026,
gen-1787665470-TdkOjpYPdtrl7yWSfbwY,2026-08-25 13:44:30.087,0,,,,0,5738,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1258,1255,false,circuiteval-test-aug-22-2026,
gen-1787665469-RKdq6fhMBIDOB0IcdFR9,2026-08-25 13:44:29.647,0,,,,0,5738,5,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1857,1830,false,circuiteval-test-aug-22-2026,
gen-1787665469-iAGuoRzhULhjyl7tCR78,2026-08-25 13:44:29.601,0,,,,0,6126,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1431,1423,false,circuiteval-test-aug-22-2026,
gen-1787665469-icVAF36g1iB0qH5Khnk1,2026-08-25 13:44:29.086,0,,,,0,6126,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,878,870,false,circuiteval-test-aug-22-2026,
gen-1787665468-NbOWf6OoHqnF6VZpTUft,2026-08-25 13:44:28.910,0.06306,,,,0,6126,36,34,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,2861,2544,false,circuiteval-test-aug-22-2026,
gen-1787665467-tGa0WlTEtJTnZujdmWP2,2026-08-25 13:44:27.868,0,,,,0,6126,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1520,1470,false,circuiteval-test-aug-22-2026,
gen-1787665467-mm7iPzoPOW0ljLC9JYpE,2026-08-25 13:44:27.659,0,,,,0,5281,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1324,1321,false,circuiteval-test-aug-22-2026,
gen-1787665467-I18iJ5PnwDXy7zEFjJzx,2026-08-25 13:44:27.659,0,,,,0,5299,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1884,1880,false,circuiteval-test-aug-22-2026,
gen-1787665466-uK9aiftzziMjiKqT8qhD,2026-08-25 13:44:26.549,0,,,,0,3347,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,2262,2247,false,circuiteval-test-aug-22-2026,
gen-1787665466-7dUNE6oQMvERripZiACg,2026-08-25 13:44:26.548,0,,,,0,3359,5,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1216,1216,false,circuiteval-test-aug-22-2026,
gen-1787665466-nJpTbScz2LkLRfrH7Npq,2026-08-25 13:44:26.546,0,,,,0,5299,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1014,1005,false,circuiteval-test-aug-22-2026,
gen-1787665466-rtIFz9o0fPXafU43RFw0,2026-08-25 13:44:26.543,0,,,,0,3353,5,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1013,1002,false,circuiteval-test-aug-22-2026,
gen-1787665464-1dUvu5iL4TFJ44QPsSx7,2026-08-25 13:44:24.583,0,,,,0,1350,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1378,1378,false,circuiteval-test-aug-22-2026,
gen-1787665464-stERhqvmmdFTX6f3SuPW,2026-08-25 13:44:24.199,0,,,,0,1162,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1752,1749,false,circuiteval-test-aug-22-2026,
gen-1787665463-a4jGcsicFXeKUtcvXGrY,2026-08-25 13:44:23.559,0,,,,0,1242,3,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1299,1292,false,circuiteval-test-aug-22-2026,
gen-1787665463-oyMRktVKnfOwhPcw6DFw,2026-08-25 13:44:23.474,0,,,,0,1800,3,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1373,1369,false,circuiteval-test-aug-22-2026,
gen-1787665463-6fQOdTnC1o5EmywQ8pFQ,2026-08-25 13:44:23.239,0,,,,0,1528,3,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1244,1241,false,circuiteval-test-aug-22-2026,
gen-1787665461-fz3qeOWE7W41PMxzfQjX,2026-08-25 13:44:21.700,0,,,,0,1366,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1539,1539,false,circuiteval-test-aug-22-2026,
gen-1787665461-Piqh6JkltxqvGvWsWxP3,2026-08-25 13:44:21.692,0,,,,0,1670,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1215,1210,false,circuiteval-test-aug-22-2026,
gen-1787665461-31T5X22quhW1xp5Vjhp7,2026-08-25 13:44:21.692,0,,,,0,1267,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,1467,1467,false,circuiteval-test-aug-22-2026,
gen-1787665461-Gvgpo2Z8YtkX0Ojrtvqe,2026-08-25 13:44:21.691,0,,,,0,1352,2,0,0,anthropic/claude-5-fable-20260609,Google,standard,false,true,,refusal,content_filter,2194,2189,false,circuiteval-test-aug-22-2026,
gen-1787621636-9xF2Wb75dhUALSBBdDFG,2026-08-25 01:33:56.400,0.020784,,,,0,6928,0,1184,0,moonshotai/kimi-k3-20260715,Together,standard,false,true,,stop,stop,25807,686,false,circuiteval-test-aug-22-2026,
gen-1787598012-yp6pSGNrQbZEnqqM9B8X,2026-08-24 19:00:12.440,0.017511,,,,0,5837,0,38410,0,moonshotai/kimi-k3-20260715,Together,standard,false,true,,stop,stop,535591,759,false,circuiteval-test-aug-22-2026,
gen-1787597987-dNBg24GDipSQx97Xm41z,2026-08-24 18:59:47.760,0,,,,0,3183,1491,1491,0,openai/gpt-5-mini-2025-08-07,OpenAI,standard,true,true,,,,641703,7854,false,circuiteval-test-aug-22-2026,
gen-1787597970-2uyIKddMzkzxyAiUQF5T,2026-08-24 18:59:30.532,0.016048,,,,0,3123,2585,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,12047,864,false,circuiteval-test-aug-22-2026,
gen-1787597962-81fnM6LNqp5FfRvVvgbD,2026-08-24 18:59:22.778,0.043462,,,,0,2723,21391,21184,0,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,264403,11275,false,circuiteval-test-aug-22-2026,
gen-1787597958-NP4nOgpiJigF211Ry6me,2026-08-24 18:59:18.879,0.01231,,,,0,3099,5946,5731,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,31002,2515,false,circuiteval-test-aug-22-2026,
gen-1787597930-JIapEFjGaAoF5vVuXeLJ,2026-08-24 18:58:50.103,0.024539,,-0.003563,,0,2662,23198,23040,2234,deepseek/deepseek-v4-pro-20260423,StreamLake,standard,false,true,,stop,stop,335480,856,false,circuiteval-test-aug-22-2026,
gen-1787597899-GgFXK9PuKuH70ACiyvDR,2026-08-24 18:58:19.454,0.196242,,-0.001382,,0,2795,12616,12445,512,moonshotai/kimi-k3-20260715,Moonshot AI,standard,false,true,,stop,stop,331619,2308,false,circuiteval-test-aug-22-2026,
gen-1787597856-OufW1D79873MjShsRxxq,2026-08-24 18:57:36.757,0.120714,,,,0,3347,11402,10905,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,72898,4808,false,circuiteval-test-aug-22-2026,
gen-1787597856-9rbpr739kcorzrgKWIQZ,2026-08-24 18:57:36.169,0.131665,,,,0,2723,3935,3624,0,openai/gpt-5.5-20260423,OpenAI,standard,false,true,,completed,stop,42763,40620,false,circuiteval-test-aug-22-2026,
gen-1787597844-XNe28IlnMMcSWprMYFbh,2026-08-24 18:57:24.681,0.259266,,,,0,3099,21089,18020,0,google/gemini-3.1-pro-preview-20260219,Google,standard,false,true,,STOP,stop,113998,2597,false,circuiteval-test-aug-22-2026,
gen-1787597807-ziXCLpBamjMhLDyE5M2T,2026-08-24 18:56:47.013,0.034136,,0.00272,,0,2723,2733,2571,0,openai/gpt-5.6-sol-20260709,OpenAI,standard,false,true,,completed,stop,37485,36441,false,circuiteval-test-aug-22-2026,
gen-1787597797-V8zdoh6ZPqdPDFAXehSF,2026-08-24 18:56:37.684,0.19351,,,,0,3347,7071,5790,0,anthropic/claude-opus-5-20260723,Claude Platform on AWS,standard,false,true,,end_turn,stop,58964,4771,false,circuiteval-test-aug-22-2026,
gen-1787597789-rv58Ny2AdcuiZIF6Q8db,2026-08-24 18:56:29.293,0.011264,,,,0,3129,1627,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,8264,768,false,circuiteval-test-aug-22-2026,
gen-1787597787-eOaLlXRlGruXbzh7nDAH,2026-08-24 18:56:27.115,0.038548,,,,0,6643,6381,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,27280,904,false,circuiteval-test-aug-22-2026,
gen-1787597779-jGWQbLt6BfvuyMrwf7AO,2026-08-24 18:56:19.186,0.038132,,,,0,2728,18725,18560,0,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,198248,5083,false,circuiteval-test-aug-22-2026,
gen-1787597778-y4URedkBnQfBgu73ON4x,2026-08-24 18:56:18.761,0.014283,,,,0,6643,1528,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,8235,864,false,circuiteval-test-aug-22-2026,
gen-1787597762-ld2Mv1RztGWc2VN2J3Z3,2026-08-24 18:56:02.396,0.016859,,,,0,3114,8369,8128,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,43286,2655,false,circuiteval-test-aug-22-2026,
gen-1787597744-gc025jIFfX8royhvaVi4,2026-08-24 18:55:44.142,0,,,,0,3183,20369,20369,0,moonshotai/kimi-k3-20260715,Together,standard,false,true,,,error,605513,655,false,circuiteval-test-aug-22-2026,
gen-1787597697-xbtWZkRcYIt171EjLExY,2026-08-24 18:54:57.041,0.019447,,-0.003569,,0,2667,18320,18086,2238,deepseek/deepseek-v4-pro-20260423,StreamLake,standard,false,true,,stop,stop,273338,1340,false,circuiteval-test-aug-22-2026,
gen-1787597677-WLwhvuGnsyHKzoDYiaD7,2026-08-24 18:54:37.876,0.303792,,-0.001728,,0,2800,19808,18850,640,moonshotai/kimi-k3-20260715,Together,standard,false,true,,stop,stop,284273,1236,false,circuiteval-test-aug-22-2026,
gen-1787597675-4NETPBdYdFbmxGLvZYxG,2026-08-24 18:54:35.218,0.287996,,,,0,3353,28129,27871,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,180855,5539,false,circuiteval-test-aug-22-2026,
gen-1787597617-M7pA0nhRzpZx5nSeL40P,2026-08-24 18:53:37.023,0.014238,,,,0,6643,1519,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,7339,719,false,circuiteval-test-aug-22-2026,
gen-1787597616-UmxdZnUUo3YUo1jYaHqM,2026-08-24 18:53:36.922,0.017511,,,,0,5837,0,64068,0,moonshotai/kimi-k3-20260715,Together,standard,false,true,,stop,stop,931157,904,false,circuiteval-test-aug-22-2026,
gen-1787597607-4OdlKXV6yfpjscZXCauZ,2026-08-24 18:53:27.633,0.20414,,,,0,2728,6350,6180,0,openai/gpt-5.5-20260423,OpenAI,standard,false,true,,completed,stop,66962,6354,false,circuiteval-test-aug-22-2026,
gen-1787597601-3URk6wngA7PPdbQZOlMU,2026-08-24 18:53:21.131,0.174972,,,,0,3114,14062,13743,0,google/gemini-3.1-pro-preview-20260219,Google,standard,false,true,,STOP,stop,76575,3004,false,circuiteval-test-aug-22-2026,
gen-1787597547-isBnyfv35VahbgVCvbok,2026-08-24 18:52:27.835,0.042518,,0.002725,,0,2728,3570,3332,0,openai/gpt-5.6-sol-20260709,OpenAI,standard,false,true,,completed,stop,53138,51725,false,circuiteval-test-aug-22-2026,
